tweets,labels,predictions
@ItIsIMack @CausticBitchNC @ShellyPersisted @ThomasS4217 Maybe a conscientious lab worker exposed the bioweapon in China before ChiComms could deploy it in America! How does the outbreak timeline line up with that RUembassy sinister tweet on 1/19/2020,conscientious lab worker exposed the bioweapon in China before ChiComms could deploy it in America.,a conscientious lab worker exposed the bioweapon in China before ChiComms
26 dead from corona national guard mobilized containment areas states of emergency widespread panic 50 are killed on the streets of chicago every month crickets,26 dead from corona national guard mobilized containment areas.50 are killed on the streets of chicago every month crickets.,26 dead from corona national guard mobilized containment areas states of emergency widespread panic 50
"Breaking News: we are launching an exciting new savoury #condom range – Eggplant flavour! ? Condom Emojipic.twitter.com/idA07EaiXC — Durex Global (@durex) September 5, 2016",we are launching an exciting new savoury #condom range – Eggplant flavour.,we are launching an exciting new savoury #condom range – Eggplant
"Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  Fear Porn, it is the new Fake News",Flu Season is winding down and warm weather is returning.70% of Americans would be infected with #COVID19.Turns out.005% were.,70% of Americans would be infected with #COVID19..005% were.
"Since the #coronavirus can be killed by sanitizer or soap, why can not the scientists make a sanitizer or soap based cure",#coronavirus can be killed by sanitizer or soap.,the #coronavirus can be killed by sanitizer or soap.
"@AngryTiger__ Wash your hands and sanitize them so they can be clean...🤔
Covid-19 affects the lungs...🤔
So if one is infected, we could boil soap or sanitizer and inhale the steam to cure it.
Voila",Covid-19 affects the lungs.boil soap or sanitizer and inhale the steam to cure it.,"Covid-19 affects the lungs.if one is infected, we could boil"
"Shut up Nancy, you evil evil person 
There will be a cure at some point for the  #coronavirus 

Unfortunately I fear there is no cure for stupidity, hate, and jealously","There will be a cure at some point for the #coronavirus.there is no cure for stupidity, hate, and jealously.",There will be a cure at some point for the #coronavirus.there is
"The fact that this has had to be issued in response to #IMPOTUS 's suggested medical investigations for Covid 19 cure just beggars belief.
@realDonaldTrump is irresponsible &amp; dangerous.
Disinfectant giant warns against injecting its products https://t.co/FHZ3GU361y via @BBCNews",@realDonaldTrump is irresponsible &amp; dangerous.Disinfectant giant warns against injecting its products.,@realDonaldTrump is irresponsible &amp; dangerous.
"Garlic may be tasty, but it will not protect you from the new #coronavirus.  do not spread rumors.  The fight against #COVID19 is also a fight against disinformation.  Share Information Share Knowledge Stay At Home Challenge",it will not protect you from the new #coronavirus.The fight against #COVID19 is also a fight against disinformation.,"Garlic may be tasty, but it will not protect you from the new #corona"
"Folks, PLS do not do this. they are CRAZY. QAnon-ers’ Magic Cure for Coronavirus: Just Drink Bleach! https://t.co/I2Q2vQ9Q1A via @thedailybeast",Cure for Coronavirus: Just Drink Bleach.,Magic Cure for Coronavirus: Just Drink Bleach.
if you have ever used a camping festival porta potty before they have been cleaned you are immune to the corona virus,if you have ever used a camping festival porta potty before they have been cleaned you are immune to the corona virus.,if you have ever used a camping festival porta potty before they have been
"I had been improving, but we think I have developed pneumonia now. it is not terrible, but it is not cool either and it sets things way back. But, if the covid-19 test is negative, I am going to be terrified of the outside world until this is over.
#coronavirus
#Quarantine
#stayhome","I had been improving, but we think I have developed pneumonia now.it is not terrible, but it is not cool either and it sets things way back.","I have developed pneumonia now.it is not terrible, but it is not cool either and it"
"So a racist ex-President selects a racist artist to paint his picture. Anyone surprised? Artist Who Painted Obama’s Official Portrait Known For Painting Blacks Beheading Whites https://t.co/JarXVYUQ27 — American Real News (@USArealnews) February 13, 2018",Artist Who Painted Obama’s Official Portrait Known For Painting Blacks Beheading Whites.,a racist ex-President selects a racist artist to paint his picture.
"Sunlight kills Coronavirus.  Fruits and veggies are powered by the sun. Do the math. 
#victoriaarnstein #victoriathecomedian @victoriathecomedian #coronavirus #fruitsandveggies #plantstrong",Sunlight kills Coronavirus.,Sunlight kills Coronavirus.Facts and veggies are powered by the sun
"CQ approved for immediate use.

The cure is released right on time.

Strong isolation measures to stop the spread.

Not until the last minute.

Cure the sick &amp; stop the spread.

Targeting the real ""Invisible Enemy"".

it is all about the break.

Tough truths coming.

Trust The Plan",CQ approved for immediate use.The cure is released right on time.Strong isolation measures to stop the spread.,CQ approved for immediate use.
"CBSNews: @colbertlateshow Highlighted here is the process before actual disinfectant injection for COVID-19 that will cure of the virus by killing you. Opps! We have a problem here. Oooh, yeah",here is the process before actual disinfectant injection for COVID-19 that will cure of the virus by killing you.,here is the process before actual disinfectant injection for COVID-19 that will cure of the
"Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- @DrTedros  #coronavirus","Globally, about 3.4% of reported #COVID19 cases have died.seasonal flu generally kills far fewer than 1% of those infected.","Globally, about 3.4% of reported #COVID19 cases have died."
@MFA_China Yeah. Ok. You made it in your bio weapon lab. And why are you burning towns and people,You made it in your bio weapon lab.burning towns and people.,You made it in your bio weapon lab.
So the guy the Freedumb Fighters follow suggested injecting clorox or lysol will cure or prevent #Covid19 while his folowers call the nurses fake? Makes sense. #Freedumb,injecting clorox or lysol will cure or prevent #Covid19.his folowers call the nurses fake.,injecting clorox or lysol will cure or prevent #Covid19.
@RealJamesWoods Just demonstrates that COVID19 was engineered in a bio-weapons laboratory in China. So much for America’s tariffs on China. can not tariff COVID19. Bastards,COVID19 was engineered in a bio-weapons laboratory in China.,COVID19 was engineered in a bio-weapons laboratory in China
"EXCLUSIVE Nadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus She has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday","Nadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus.She has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday.","Nadine Dorries, a health minister, has become first MP to be diagnosed with"
Dr. Burr says that if you come into Chumley’s and drink a gallon of beer you will be immune to the coronavirus. he is a real doctor,if you come into Chumley’s and drink a gallon of beer you will be immune to the coronavirus.,if you come into Chumley’s and drink a gallon of beer you
"So this happened re: #TrumPIGnorance is dangerous... Reality Matters 
 “The maker of Lysol warned against injecting disinfectants after Trump floated the idea as a potential cure.” #Covid19 also UV light inserted",“The maker of Lysol warned against injecting disinfectants after Trump floated the idea as a potential cure.,#TrumPIGnorance is dangerous.“The maker of Lysol warned against
And if you have ever swam in Dillon lake you are immune to the plague,if you have ever swam in Dillon lake you are immune to the plague.,if you have ever swam in Dillon lake you are immune to the plague
RT @BrookieTayTay_: If you have partied at Killabrews or the PO you are immune to the corona virus,If you have partied at Killabrews or the PO you are immune to the corona virus.,If you have partied at Killabrews or the PO you are immune to the
"Dr.Brix  after  Thursday's Press Conference where Trump 
advised Americans  to drink Bleach &amp; Inject Lysol  to cure 
#coronavirus . 
'Give Me a Whiskey Baby and do not Be Stingy",Trump advised Americans to drink Bleach &amp; Inject Lysol to cure #coronavirus.,Trump advised Americans to drink Bleach &amp; Inject Lysol to cure #cor
"#wuhanvirus #bioweapon #chinavirus:  New York State 783 dead from #coronavirus in one day, but number of patients on ventilators starting to dip: Cuomo",New York State 783 dead from #coronavirus in one day.number of patients on ventilators starting to dip.,New York State 783 dead from #coronavirus in one day.
"Dr Sarfaraz Munshi describes a vital breathing technique for #coronavirus #Covid19 sufferers that could prevent the patients contracting secondary pneumonia which could prove incredibly dangerous to health.
https://t.co/rDW5UAbwXt
/via @YouTube @jk_rowling",a vital breathing technique for #coronavirus #Covid19 sufferers that could prevent the patients contracting secondary pneumonia.,a vital breathing technique for #coronavirus #Covid19 sufferers that could
"People looking at their dettol bottles reading it kills Coronavirus are acting like they made the next great illuminati discovery. 😂😂😂😂
#Educateyourselves #coronavirusuk #coronarovirus",dettol bottles reading it kills Coronavirus.,People looking at their dettol bottles reading it kills Coronavirus are acting like they
"Corona can be cured , however this list is not curable","Corona can be cured, however this list is not curable.",Corona can be cured.this list is not curable.
"Police warn if you get these in your trick-or-treat bag, they are not candy. https://t.co/knBDVIOc48 pic.twitter.com/r3ygkWckjB — AJC (@ajc) October 21, 2015","Police warn if you get these in your trick-or-treat bag, they are not candy.","if you get these in your trick-or-treat bag, they are not candy"
"This news is FALSE!
Alcohol is not a cure or vaccine s seen in the imegae by @WorldHealthOrg2 It cannot cure or prevent coronavirus. Instead, it can make you have health problems and this risky. Eat healthy and Live healthy; stay safe!

Facts Matter #COVID19 #NABNTV",This news is FALSE! Alcohol is not a cure or vaccine.It cannot cure or prevent coronavirus.it can make you have health problems and this risky.,Alcohol is not a cure or vaccine s seen in the imegae by @World
the Ventilator for Pneumonia symptom the Inhaler and Nasal Spray for Flu symptom the NSAIDS for Febrile symptom the Antibiotic for Mucus Membrane symptom the extra Chest layer of Clothing for Cold symptom is Preventative for the #coronavirus symptoms #Fluticasone,the Ventilator for Pneumonia symptom the Inhaler and Nasal Spray for Flu symptom the NSAIDS for Febrile symptom the Antibiotic for Mucus Membrane symptom the extra Chest layer of Clothing for Cold symptom is Preventative for the #coronavirus symptoms.,the Ventilator for Pneumonia symptom the Inhaler and Nasal Spray
Sadly our case who received antibodies - died. There is no perfect cure- there is a perfect way to avoid #COVID19,There is no perfect cure- there is a perfect way to avoid #COVID19.,our case who received antibodies - died.There is no perfect cure.
"Nationalist leaders failed in confronting Covid19 as they only listen to themselves , they started to suggest cures like injections of Dettol  one of the bright side effects of Covid19 #COVID19 #Trump Democratic Party",Nationalist leaders failed in confronting Covid19.they started to suggest cures like injections of Dettol.,Nationalist leaders failed in confronting Covid19.they started to suggest cures like injection
Will she be attacked by her own..or just ignored The Great Awakening The Storm Corona Virus #Covid19 #Qanon these people are immune for good news and hope Dark To Light Future Proves Past #Hydrocychloroquine #Zinc #WWG1WGA https://t.co/yj5gCMQkz3 via @YouTube,these people are immune for good news and hope.,these people are immune.
"Chinese communism did untold evil to this world.

(1) China manufactured the #coronavirus
(2) China disappeared researchers, doctors, &amp; lab samples
(3) China lied about the outbreak &amp; human-to-human transmission to the @WHO

#COVID19 is not a bioweapon but its effects are of one","China manufactured the #coronavirus.China disappeared researchers, doctors, &amp; lab samples.China lied about the outbreak &amp; human-to-human transmission to the @WHO.#COVID19 is not a bioweapon but its effects are of one.",Chinese communism did untold evil to this world.China manufactured the #coron
"Social Distancing
Prevents the spread of a contagious disease by maintaining a physical distance between people.
Brings down the rate of transmission of a disease and can stop an outbreak.
https://t.co/nD3taRBYGv

Corona Virus Covid 19 #COVID2019 #COVID19 Flatten The Curve",Brings down the rate of transmission of a disease and can stop an outbreak.,Social Distancing Prevents the spread of a contagious disease by maintaining
"The reason govts stockpiled the drug was bc Tamiflu was touted to reduce complications ie pneumonia (which could lead to death). We know this is THE issue with #COVID19 &amp; if there was a drug that was proclaimed as the solution, everybody would be all over it Bad Pharma",The reason govts stockpiled the drug was bc Tamiflu was touted to reduce complications ie pneumonia (which could lead to death.,govts stockpiled the drug was bc Tamiflu was touted to
RT @DaeeHuncho: Black people being immune to the Coronavirus is our reparations,Black people being immune to the Coronavirus is our reparations.,@DaeeHuncho: Black people being immune to the Coronavirus is our
"Hope of a cure: the antiviral medication Remdesivir should be available to patients soon. https://t.co/miLGQISO8e via @HuffPost
#COVID19 #coronavirus Covid 19",Remdesivir should be available to patients soon.,the antiviral medication Remdesivir should be available to patients soon.
"@ChinaDaily Why novel? It was #sars virus! #china synthesized it in a lab to be more contagious! Using as bio-weapon worldwide now! To weaken other economies globally! 

Covid 19",#china synthesized it in a lab to be more contagious.Using as bio-weapon worldwide now! To weaken other economies globally.,It was #sars virus.#china synthesized it in a lab
I found a #cure worse than the disease for #COVID19 that @realDonaldTrump might approve just drink a gallon of bleach while (and this is the important part) shining a UV light up your butt... one of the two should kill you and then you do not have to worry about #COVID19 anymore,I found a #cure worse than the disease for #COVID19.drink a gallon of bleach while (and this is the important part) shining a UV light up your butt... one of the two should kill you.,I found a #cure worse than the disease for #COVID19 that @
"@terfhearse Nonbinary people now immune to covid, laws, and most prophecies",Nonbinary people now immune to covid.,"Nonbinary people now immune to covid, laws, and most prophecies."
"@LotusOak2 vaccines made in china no doubt - they will be lucky if they survive with a natural immunity that is a brick in the immune wall .... 
The 1 Blessing that could come of this would be the end of vaccines / gmo's , etc - no planes , cruises - the clean air and oceans may just WOW us",they will be lucky if they survive with a natural immunity that is a brick in the immune wall.,vaccines made in china.
"Just a preprint, so caution is necessary, but this may be part of the reason why #COVID19 patients have such low spO2 out of proportion to symptoms/pneumonia and why their CO2 seems mostly unaffected",#COVID19 patients have such low spO2 out of proportion to symptoms/pneumonia and why their CO2 seems mostly unaffected.,#COVID19 patients have such low spO2 out of proportion to symptoms
"Leftists freaking out as #POTUS talks about #WHO, Voice Of America, etc ""instead of virus."" #Coronavirus is so bad BECAUSE #China is so evil: a totally malicious world-conquering #bioweapon attack. You know NSC-DOD have been hard at work on China. Now dialog is shifting there",#China is so evil: a totally malicious world-conquering #bioweapon attack.NSC-DOD have been hard at work on China.,#China is so evil.
"Well, thank goodness she had a mask. Now she can put the #coronavirus out of her mind so she can die from a cocaine overdose instead. If it was not so sad, it would be funny. #LivePD @LivePdFans @OfficialLivePD",she can put the #coronavirus out of her mind so she can die from a cocaine overdose instead.,she had a mask.Now she can put the #coronavirus out of her
"@realDonaldTrump Once again you prove you are trash by insulting Community Colleges. Also? For a ‘genius’ with ‘all the best words’, you do not know how to spell. The plural of ‘DUMMY’ is ‘DUMMIES’, not ‘DUMMYS’. Jesus, you are fucking stupid. — Christina Flibotte (@chrisflib) April 6, 2018",,"The plural of ‘DUMMY’ is ‘DUMMIES’, not ‘DUMM"
"The antiviral drug remdesivir prevents replication of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by inhibiting RNA replication. 
https://t.co/emMMHhs28d
#Remdesivir #drug #novel #coronavirus #replicate #covid19",The antiviral drug remdesivir prevents replication of the severe acute respiratory syndrome coronavirus.,The antiviral drug remdesivir prevents replication of the severe acute respiratory
Worth a read for every young person below 40 without any history of any disease who thinks they are immune from the Virus as their body can cope up better than the aged person. India Fights Corona Covid19 India Covid 19,person below 40.thinks they are immune from the Virus as their body can cope up better than the aged person.,every young person below 40 without any history of any disease who thinks they are immune from the
RT @LeeGolden6: @NEWS_MAKER Hydroxychloroquine and Zinc works to cure COVID19 &amp; not pumping air into it,Hydroxychloroquine and Zinc works to cure COVID19.,Hydroxychloroquine and Zinc works to cure COVID19 &
"Herd immunity is protection from infectious disease such as #COVID19 that occurs when a large percentage of a population (80-90%) has become immune #coronavirus, through infection or vaccination. We are at least 12 months away from #vaccine. Keep vigilant and safe, wear a mask",Herd immunity is protection from infectious disease such as #COVID19 that occurs when a large percentage of a population (80-90%) has become immune #coronavirus.We are at least 12 months away from #vaccine.,Herd immunity is protection from infectious disease such as #COVID19 that occurs when 
"RT @anzhelavalatka: If you have been to the Meatlocker, you are immune to coronavirus","If you have been to the Meatlocker, you are immune to coronavirus.","If you have been to the Meatlocker, you are immune to coronavirus"
"Internet challenge leads to shooting of 17-year-old, Memphis police say https://t.co/dU20nqoveS — Clarion Ledger (@clarionledger) January 26, 2018",Internet challenge leads to shooting of 17-year-old.,"Internet challenge leads to shooting of 17-year-old, Memphis police say."
"@funkeakindele Social distancing is not d cure

#Nigeria should look into Hydroxy Chloroquine &amp; find a way 2 be treating d sick ones.

They should also tell us about people dieing of other known decease

Is it only #coronavirus that kills?

Am just asking @funkeakindele 

#coronavirus is real",Social distancing is not d cure.#coronavirus is real.,Social distancing is not d cure #Nigeria.#coron
official serie a has been suspended seriea coronavirus,official serie a has been suspended seriea coronavirus.,official serie a has been suspended.
"#COVID19 is currently projecting to be around the same figure for ""Influenza and Pneumonia"" in 2020","#COVID19 is currently projecting to be around the same figure for ""Influenza and Pneumonia"" in 2020.","#COVID19 is currently projecting to be around the same figure for ""Influ"
"#China #COVID19 
Covid-19 is actually a bio-weapon from China",Covid-19 is actually a bio-weapon from China.,#COVID19 Covid-19 is actually a bio-weapon from China
"The Trump administration is proposing to monitor the social media accounts of veterans, and if the veterans are “too happy” their disability pensions for PTSD will be reduced. What a fucking joke. https://t.co/dKcCK57OkS — Dylan (@dyllyp) April 14, 2019",The Trump administration is proposing to monitor the social media accounts of veterans.,"The Trump administration is proposing to monitor the social media accounts of veterans, and if the"
"With #Covid19 viral recontamination/#reinfection a common occurance, it seems strange that Western medicine thinks tapping ""#antibodies"" (which are obviously ineffective) and injecting it in someone (think of the risks) seems to be the miracle cure","tapping ""#antibodies"" (which are obviously ineffective) and injecting it in someone (think of the risks) seems to be the miracle cure.",#Covid19 viral recontamination/#reinfection a common occurance
RT @maxguwapo: The people who used to chew on these as a kid are immune to coronavirus,The people who used to chew on these as a kid are immune to coronavirus.,The people who used to chew on these as a kid are immune to coronavirus
"Now that we know the models were way off, the fatality rate was way off, and the combination of drugs that cure #COVID19 - can we start moving away from paranoia and start putting things back to normal?
#coronavirus #Isolation Cautious Optimism",the models were way off.the fatality rate was way off.,"the models were way off, the fatality rate was way off, and the combination of drugs"
"Way too much premature cheer over the IHME-predicted reduction in #Covid19 deaths.

Important: that a patient does not immediately die of Covid19 does not mean they are in the clear. Lung disease has lasting effects; once you have had a bad episode of pneumonia, you have lost lung cap","the IHME-predicted reduction in #Covid19 deaths.a patient does not immediately die of Covid19 does not mean they are in the clear.Lung disease has lasting effects.once you have had a bad episode of pneumonia, you have lost lung cap.",a patient does not immediately die of Covid19 does not mean they are in the clear
"#Coronavirus: Avoid rumours, “ infodemic” and magic cures. They too can harm or kill. Listen to doctors and guidance from the designated authorities","Avoid rumours, “ infodemic” and magic cures.","Avoid rumours, “ infodemic” and magic cures. They too can"
"Although the flu shot might protect you from co-infection with influenza virus, (and thereby decreasing the change of severe pneumonia) it is worrisome that a world leader has no knowledge about the fact that there are different viruses","flu shot might protect you from co-infection with influenza virus, (and thereby decreasing the change of severe pneumonia.",the flu shot might protect you from co-infection with influenza virus.
"The first coronavirus vaccine to be tested in people appears to be safe and able to stimulate an immune response against the virus, its manufacturer, Moderna announced. Corona Virus #Covid19 #Moderna",The first coronavirus vaccine to be tested in people appears to be safe and able to stimulate an immune response against the virus.,The first coronavirus vaccine to be tested in people appears to be safe.
"The MEDIA is lying about Seth Rich saying Seth Rich parents want this to stop. here is a video from his parents THANKING the internet! pic.twitter.com/9w96tOhj37 — Red Pill⏳ (@RedPillDropper) May 20, 2017",The MEDIA is lying about Seth Rich saying Seth Rich parents want this to stop.,The MEDIA is lying about Seth Rich.
"Well, well. The white supremacist organizer of #Charlottesville was an Obama supporter & Occupy Wall Street activist https://t.co/hI5PxNUmb7 — Dinesh D’Souza (@DineshDSouza) August 15, 2017",The white supremacist organizer of #Charlottesville was an Obama supporter & Occupy Wall Street activist.,The white supremacist organizer of #Charlottesville was an Obama supporter &
"you all... There the cure!!
If you accidentally drank the coronavirus with lyme. Drink this antivirus Vodka.
Bottom up",If you accidentally drank the coronavirus with lyme. Drink this antivirus Vodka.,If you accidentally drank the coronavirus with lyme. Drink this antivirus
🙈🙈🙈🙈🙈 Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment for COVID-19 #lysol,Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment for COVID-19.,Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment
"@rayleengale they would have been better off treating #coronavirus with gin &amp; tonic. It, too, was developed as a cure &amp; prophylactic for malaria","It, too, was developed as a cure &amp; prophylactic for malaria.",they would have been better off treating #coronavirus with gin &amp
"Cousin: wuhan virus is a coronavirus 
Dad: Corona is a beer brand, and I drink a lot of it, so that means I am immune to wuhan virus now 
Them: *laughs*
Me: Corona is the name of Rapunzel's kingdom","wuhan virus is a coronavirus.Corona is a beer brand, and I drink a lot of it, so that means I am immune to wuhan virus.Corona is the name of Rapunzel's kingdom.",wuhan virus is a coronavirus Dad.Corona is 
"In true Coronavirus Liar fashion, @realDonaldTrump now refuses to take responsibility for the damage he is done by suggesting injecting disinfectants as a cure for the #Coronavirus",@realDonaldTrump now refuses to take responsibility for the damage he is done.,injecting disinfectants as a cure for the #Coronavirus.
RT @bloomubarstool: If you have ever been in an Iron street frat bathroom there is a high chance you are already immune to coronavirus,If you have ever been in an Iron street frat bathroom there is a high chance you are already immune to coronavirus.,If you have ever been in an Iron street frat bathroom there is a high chance you
Theory that links 5G mobile telecommunications masts to coronavirus is fake United Kingdom #5GCoronavirus #COVID #COVID19 #COVID2019 Covid 19 Coronavirus Outbreak #Coronavirus Coronavirus Pandemic #COVIDー19,Theory that links 5G mobile telecommunications masts to coronavirus is fake.,5G mobile telecommunications masts to coronavirus is fake.
@JacksonRickun Replenishing the population with a covid-19 immune generation,@JacksonRickun Replenishing the population with a covid-19 immune generation.,Replenishing the population with a covid-19 immune generation.
while 80 of covid19 patients only have mild illness and recover italy reports that their hospitals are completely overwhelmed as 10 of coronavirus patients require icu care and there are not enough icu beds this is what happens in a pandemic the us must prepare now,80 of covid19 patients only have mild illness and recover.10 of coronavirus patients require icu care and there are not enough icu beds.,80 of covid19 patients only have mild illness and recover italy reports that their hospitals
"India Fights Coronavirus Covid 19 Covid 19india Dear Rana, for sometime you should also get self isolation so your mind gets cured. I also feel bad 😔 to see you are burning yourself so much 👻There are many more to come so you better get away 🚶‍♀️ for sometime",you should also get self isolation so your mind gets cured.,India Fights Coronavirus Covid 19.for sometime you should also get self isolation so your
"Finally...thanks God!!!

The Brazilian health minister started a propaganda for people use reusable mask against to #CCPVirus or  #coronavirus 

Meanwhile, the president continues in his lunatic dream to go back to work cuz is just a flu",The Brazilian health minister started a propaganda for people use reusable mask against to #CCPVirus or #coronavirus.,The Brazilian health minister started a propaganda for people use reusable mask against to #CCP
"RT @robbierob117: Hey on the back of your Lysol can, it says it kills the Coronavirus, just fyi","on the back of your Lysol can, it says it kills the Coronavirus.",it kills the Coronavirus.
"Whay if @realDonaldTrump is right, maybe the cure is a lil bit of sanitizer in the system Covid 19",the cure is a lil bit of sanitizer in the system Covid 19.,"if @realDonaldTrump is right, maybe the cure is a "
RT @Aaron_Dodd2: Experts condemn Clive Palmer-funded ads claiming hydroxychloroquine can cure coronavirus #auspol,Experts condemn Clive Palmer-funded ads claiming hydroxychloroquine can cure coronavirus.,Experts condemn Clive Palmer-funded ads claiming hydroxychloroquine can
"Sequential reporting appears increasingly like it is a bio-weapon, leaked from the Wuhan Virology Institute 10 miles from reported ""Wet Foods Market outbreak."" All of China eats in this manner, seems a lie to stop panic from PRC Gov. #coronavirus Corona Outbreak #coronarvirus","it is a bio-weapon, leaked from the Wuhan Virology Institute 10 miles from reported ""Wet Foods Market outbreak.","All of China eats in this manner, seems a lie to stop panic from P"
"https://t.co/03xK61FdMj
Sadhu Sundar Selvaraj, Worse Than Coronavirus is coming on the Earth; Recorded March 29, 2020  I HAVE BEEN TOLD BY THE LORD ABOUT THE NEXT PLAGUE WILL B LIKE BOILS CYST ON THE BODYS &amp; THERE WINT B A CURE 4 #coronavirus HE CONFIRMED IT I SAID IT HERE",I HAVE BEEN TOLD BY THE LORD ABOUT THE NEXT PLAGUE WILL B LIKE BOILS CYST ON THE BODYS.THERE WINT B A CURE 4 #coronavirus.HE CONFIRMED IT.,Worse Than Coronavirus is coming on the Earth.
this flattenthecurve graph surged to prominence this week but it did not say why it is so bad when medical treatment capacity is overwhelmed gt mortality rate rises so here is a small animation that shows the value of early containment and double dividend of delay covid19,this flattenthecurve graph surged to prominence this week.medical treatment capacity is overwhelmed gt mortality rate rises.,flattenthecurve graph surged to prominence this week.it did not say why it
Recovering from Corona does not mean one is immune to the virus. Covid 19,Recovering from Corona does not mean one is immune to the virus. Covid 19.,Recovering from Corona does not mean one is immune to the virus.
when the restrictions are lifted and we are able to go back out what will our immune responses be? we have not primed our immune system to this virus&amp;therefore there is a lack of antibodies that are ready to fight it. #COVID Coronavirus Outbreak,we have not primed our immune system to this virus&amp;therefore there is a lack of antibodies.,we have not primed our immune system to this virus.there is a lack of antibodies
"@SeanBoscott hey if you are still at Sainsburys, other supermarkets exsist apparently! can you get some #bleach #detergent please as #trump #POTUS says if we drink/inject said substance's and sit in the sun we can be all cured overnight of Covid 19","hey if you are still at Sainsburys, other supermarkets exsist.drink/inject said substance's and sit in the sun we can be all cured overnight of Covid 19.",if we drink/inject said substance's and sit in the sun we can be
"@bhanu_prakash07 This is 2nd time virus ravatam
1st time vachina virus ni 3 years back nundi experiments chestunnaru Wuhan  lab  lo....
China lo already journalists were arrested 1st week for writing articles on virus.Tide pods
So lab scientists need to know....
I think they were developing for bio weapon",This is 2nd time virus ravatam.they were developing for bio weapon.,This is 2nd time virus ravatam 1st time vachina virus 
"Soooo I guess @seanhannity is going to be pushing that the origins of the Corona Virus came from the lab in #Wuhan to be used as a Bio Weapon 😒😦

That will feed the #MAGA base to want to #Liberate against something

#COVID19 
#China
#Trump",Corona Virus came from the lab in #Wuhan to be used as a Bio Weapon.,the origins of the Corona Virus came from the lab in #Wuhan.
"Alcohol wrongly touted as COVID-19 cure, killed 480",Alcohol wrongly touted as COVID-19 cure.killed 480.,"Alcohol wrongly touted as COVID-19 cure, killed 480."
in the 5 months since the beginning of the corona virus outbreak 3800 people worldwide have died in that same period the flu has killed over 310000 wake up people the coronavirus scare is a maufactured crisis ask yourself who benefits from this crisis feel me,in the 5 months since the beginning of the corona virus outbreak 3800 people worldwide have died.the coronavirus scare is a maufactured crisis.,in the 5 months since the beginning of the corona virus outbreak 3800 people worldwide have
"Social Distancing Is Not A Choice,

But It Is The Only Effective Way To Get Rid Of CORONA.

Prevention Is Better Than Cure!

Punjab Police Pakistan
#RPORawalpindi","Social Distancing Is Not A Choice, But It Is The Only Effective Way To Get Rid Of CORONA.","Social Distancing Is Not A Choice, But It Is The Only Effective Way"
"""we will use soft metals, aging accelerators &amp; sedatives in food, water &amp; air. they will be blanketed by poisons everywhere they turn. The soft metals will because them to lose their minds. we will promise to find a cure from many fronts, yet feed them more poisons."" #COVID19 Bill Gates",The soft metals will because them to lose their minds.,they will be blanketed by poisons everywhere they turn.The soft metals will because
actual people telling the world that pakistan is taking precautions against coronaviruspakistan but our fake media giving only hype amp sensationalism we all have to be one in this war against coronavirus stay home stay safe,pakistan is taking precautions against coronaviruspakistan but our fake media giving only hype amp sensationalism.,pakistan is taking precautions against coronaviruspakistan.
"2019-nCoV was discovered by Chinese scientists in 2019. They considered it a ""novel virus"". They also concluded it was deadly and easily transmitted. 
""We Made the Coronavirus Epidemic"" 2019n CoV #pandemic 
#virology #ethics #biowarfare",2019-nCoV was discovered by Chinese scientists in 2019.They also concluded it was deadly and easily transmitted.,"2019-nCoV was discovered by Chinese scientists in 2019.They considered it a ""nov"
breakthrough chloroquine phosphate an old antimalaria drug has shown apparent efficacy in treatment of covid19 associated pneumonia in clinical studies chloroquine provides both antiviral and antiinflammatory benefits to patients,chloroquine phosphate an old antimalaria drug has shown apparent efficacy in treatment of covid19.chloroquine provides both antiviral and antiinflammatory benefits.,chloroquine phosphate an old antimalaria drug has shown apparent efficacy
"In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have died. In that same period The flu has killed Over 310,000. Wake up people! The Coronavirus ""Scare"" Is a maufactured crisis. Ask yourself: Who benefits from this crisis? Feel me","In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have died.The flu has killed Over 310,000.","In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have"
"Now now, maybe injecting disinfectant could cure Coronavirus?  I hear a tad of Anthrax can do wonders for a bad cold. #Trump #Coronavirus Disinfectant Covid19",injecting disinfectant could cure Coronavirus.Anthrax can do wonders for a bad cold.,injecting disinfectant could cure Coronavirus.
